"iter","ns","status","objval","runtime","n_selected","sum_p","BV_ext_mean","Gain_internal","Gain_total"
21,10,"OPTIMAL",1.19979898904519,1.4779999256134,10,0.849999999999762,-0.279839266572367,1.19979898904519,1.15782309905933
